IDs Xsnap Ysnap IDr Xcoord Ycoord YYYY MM QMIN Q10 Q20 Q30 Q40 Q50 Q60 Q70 Q80 Q90 QMAX
900036 140.445419 -23.197916 900036 15634312.000000 -2582380.250000 1976 6 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
18654 -94.994583 33.686249 17772 -10574749.000000 3749936.000000 1976 8 8.050000 8.050000 8.050000 8.050000 8.050000 8.050000 8.050000 8.050000 8.050000 8.050000 8.050000
18575 -99.602913 35.478748 16669 -11087746.000000 3949476.250000 1976 10 14.100000 15.980000 17.400000 18.799999 19.700001 19.799999 21.000000 25.520000 38.049999 71.879997 97.000000
20445 -107.158752 40.489582 8119 -11928858.000000 4507279.500000 1976 10 1.158000 1.278000 1.401000 1.587000 1.724000 1.885000 1.939000 2.199000 3.486000 7.692000 16.301001
15750 -109.652084 47.666248 6891 -12206414.000000 5306182.500000 1976 12 1.056000 1.174000 1.229000 1.310000 1.377000 1.460000 1.550000 1.638000 1.744000 1.849000 2.350000
32242 -54.271252 -2.782917 26996 -6041448.000000 -309792.875000 1977 2 0.176000 0.184000 0.199000 0.212000 0.218000 0.246000 0.292000 0.314000 0.368000 0.464000 0.878000
15711 -112.802917 48.472916 6685 -12557163.000000 5395980.500000 1977 3 1.009000 1.074000 1.149000 1.174000 1.201000 1.227000 1.270000 1.474000 3.969000 5.322000 9.331000
15871 -110.387917 44.892918 10751 -12288327.000000 4997456.500000 1977 9 11.695000 12.077000 12.842000 15.433000 19.198999 31.955999 45.306999 56.775002 66.261002 82.968002 112.700996
19300 -95.710419 29.412916 19570 -10654435.000000 3274230.750000 1977 10 0.345000 0.366000 0.374000 0.388000 0.405000 0.449000 0.495000 0.586000 0.667000 0.807000 1.633000
6168 23.387083 -20.012917 33669 2603438.250000 -2227827.750000 1977 11 0.108000 0.110000 0.119000 0.125000 0.140000 0.161000 0.198000 0.225000 0.275000 0.311000 0.340000
34056 -51.146252 -18.300417 30090 -5693574.500000 -2037193.125000 1977 12 54.935001 71.132004 86.365997 110.945000 123.008003 129.125000 146.483002 148.776001 156.705002 168.542007 195.102997
19354 -99.335419 31.138750 18814 -11057968.000000 3466349.750000 1978 1 1.498000 1.498000 1.807000 1.862000 2.053000 2.248000 2.248000 2.248000 2.448000 2.530000 2.653000
8713 -74.316254 42.098751 25065 -8272847.500000 4686411.500000 1978 1 0.076000 0.079000 0.083000 0.139000 0.147000 0.147000 0.150000 0.153000 0.198000 1.076000 1.218000
20883 -108.942917 35.462082 10393 -12127470.000000 3947621.000000 1978 4 0.000000 0.000000 0.002000 0.044000 0.115000 0.220000 0.269000 0.428000 0.573000 0.846000 6.860000
25925 -156.876251 21.132084 412 -17463384.000000 2352412.750000 1978 5 9.600000 13.520000 15.760000 17.540001 21.445000 23.150000 26.368000 44.202000 57.959000 101.278000 182.330002
17581 -90.551247 38.556252 15092 -10080119.000000 4292062.500000 1978 6 0.027000 0.027000 0.029000 0.031000 0.033000 0.034000 0.034000 0.035000 0.040000 0.042000 0.062000
17967 -103.077080 37.999584 9488 -11474488.000000 4230094.500000 1978 9 0.093000 0.106000 0.107000 0.108000 0.112000 0.126000 0.150000 0.285000 0.915000 3.452000 17.284000
20592 -107.552086 39.921249 8462 -11972643.000000 4444013.000000 1979 3 1.060000 1.182000 1.569000 1.997000 2.400000 2.632000 3.087000 3.934000 4.450000 8.294000 22.070999
344 -45.263748 -5.648750 27125 -5038737.500000 -628815.937500 1979 5 3.794000 4.032000 4.191000 4.344000 4.474000 4.587000 4.587000 4.757000 4.904000 5.312000 7.051000
22391 -120.992081 35.867916 3725 -13468777.000000 3992798.250000 1979 7 8.862000 9.294000 9.513000 10.179000 10.633000 11.093000 11.585000 12.132000 12.834000 15.495000 18.528000
21688 -118.315414 37.145416 9857 -13170812.000000 4135008.750000 1979 10 4.118000 4.312000 4.381000 4.411000 4.690000 5.016000 5.016000 5.224000 5.787000 6.549000 7.683000
35851 -70.536247 -34.216251 26297 -7852059.000000 -3808935.750000 1979 11 1.926000 1.954000 2.095000 2.407000 2.718000 3.101000 3.525000 3.695000 4.021000 4.262000 4.842000
11749 -88.104584 33.037083 18133 -9807757.000000 3677671.250000 1980 2 0.255000 0.272000 0.283000 0.311000 0.340000 0.368000 0.479000 0.510000 0.595000 0.668000 0.736000
429 -50.417915 -20.483749 27999 -5612496.500000 -2280240.500000 1980 2 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
24406 -113.089584 43.867085 11043 -12589075.000000 4883261.500000 1980 5 7.844000 8.071000 8.603000 8.603000 9.334000 11.746000 14.802000 22.159000 25.879000 38.874001 92.507004
6984 145.907913 -17.563749 38308 16242395.000000 -1955187.625000 1980 8 6.456000 6.598000 6.858000 7.674000 8.014000 8.665000 9.209000 9.894000 10.729000 11.831000 13.677000
18673 -95.132080 33.387085 17941 -10590055.000000 3716633.250000 1980 9 0.136000 0.153000 0.176000 0.188000 0.215000 0.227000 0.280000 0.311000 0.467000 0.793000 1.529000
36328 86.467087 22.582916 34676 9625472.000000 2513918.750000 1980 10 0.207000 0.218000 0.242000 0.279000 0.309000 0.311000 0.340000 0.408000 0.688000 1.654000 12.658000
40541 124.797081 -17.938749 36115 13892348.000000 -1996932.500000 1980 10 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001000 0.001000 0.005000
18813 -89.976250 29.857084 19401 -10016110.000000 3323675.500000 1980 11 0.085000 0.088000 0.089000 0.093000 0.096000 0.101000 0.102000 0.102000 0.105000 0.106000 0.113000
19292 -96.300415 30.658751 19004 -10720113.000000 3412916.500000 1980 11 28.260000 29.350000 29.959999 31.445000 32.755001 34.930000 36.095001 37.490002 40.775002 50.959999 67.980003
20526 -110.655418 40.545418 8080 -12318105.000000 4513495.500000 1981 1 0.579000 0.600000 0.623000 0.676000 0.967000 1.335000 1.597000 1.712000 2.119000 2.606000 4.788000
36159 -72.605415 -41.513748 26472 -8082398.000000 -4621289.500000 1981 1 119.000000 183.199997 199.699997 213.800003 243.800003 266.000000 271.200012 289.000000 298.799988 321.399994 338.000000
22383 -120.640419 35.717083 3736 -13429630.000000 3976007.500000 1981 5 208.796997 209.604996 211.223999 213.332001 217.582001 220.259003 227.944000 233.151001 237.192993 243.695999 249.473007
30955 -121.977081 49.078751 1916 -13578427.000000 5463421.500000 1981 5 4.389000 4.797000 5.290000 5.811000 6.088000 6.371000 7.079000 8.399000 10.239000 19.900999 39.360001
34081 -44.136250 -21.895416 28333 -4913225.000000 -2437386.500000 1981 5 1.388000 1.597000 2.110000 2.299000 3.157000 3.936000 6.128000 10.194000 11.239000 15.382000 25.457001
22592 -118.792084 36.512917 10089 -13223874.000000 4064599.250000 1981 7 89.987000 94.185997 94.185997 94.185997 96.223000 98.505997 98.615997 101.160004 106.709999 109.148003 113.404999
3238 26.582916 59.372917 32951 2959196.750000 6609363.000000 1981 7 0.024000 0.025000 0.028000 0.028000 0.031000 0.031000 0.031000 0.032000 0.034000 0.035000 0.037000
18022 -97.429581 38.027084 15397 -10845811.000000 4233155.500000 1981 8 0.149000 0.149000 0.149000 0.149000 0.207000 0.239000 0.243000 0.350000 0.382000 0.777000 1.982000
35170 -54.298752 -28.423750 29622 -6044509.500000 -3164117.250000 1981 8 1.274000 1.320000 1.436000 1.546000 1.852000 2.209000 2.670000 3.381000 4.483000 12.165000 25.768000
20048 -106.847084 39.140415 8956 -11894163.000000 4357091.000000 1981 9 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 2.000000 2.000000
21463 -112.432083 40.161251 8309 -12515882.000000 4470730.000000 1981 10 0.401000 0.451000 0.496000 0.649000 0.756000 1.048000 1.212000 1.791000 3.034000 5.523000 13.640000
40068 115.944580 -34.269585 35453 12906892.000000 -3814872.750000 1981 10 1.246000 1.308000 1.359000 1.495000 1.671000 1.756000 1.844000 1.897000 2.124000 2.203000 2.492000
21297 -111.357086 42.402084 12041 -12396214.000000 4720178.500000 1981 12 101.000000 116.199997 161.100006 216.000000 271.000000 283.000000 321.500000 367.000000 421.600006 504.399994 630.000000
23384 -123.304581 41.267082 2779 -13726203.000000 4593830.500000 1981 12 3.366000 3.689000 3.964000 4.132000 4.970000 5.499000 6.697000 7.380000 8.785000 10.657000 15.884000
9376 -76.439583 41.765415 25310 -8509215.000000 4649305.000000 1982 1 0.062000 0.067000 0.069000 0.069000 0.070000 0.072000 0.077000 0.079000 0.086000 0.099000 0.101000
20394 -110.534584 41.782917 12226 -12304654.000000 4651253.000000 1982 4 0.659000 0.707000 0.804000 0.850000 0.879000 0.969000 1.159000 1.487000 1.522000 1.589000 1.916000
8204 -71.088753 41.777084 25302 -7913564.000000 4650604.000000 1982 4 33.599998 34.500000 35.000000 35.549999 40.900002 44.099998 45.549999 48.450001 62.200001 70.050003 82.000000
8983 -75.277916 42.179585 24996 -8379899.500000 4695410.000000 1982 4 0.309000 0.312000 0.315000 0.319000 0.338000 0.342000 0.356000 0.394000 0.463000 0.504000 0.686000
11036 -82.253754 27.114584 20128 -9156446.000000 3018381.750000 1982 5 15.546000 15.580000 33.625999 41.569000 46.382999 59.465000 65.440002 65.695000 66.828003 66.941002 74.755997
5003 13.117917 66.089584 31140 1460279.875000 7357059.000000 1982 6 0.009000 0.009000 0.012000 0.014000 0.015000 0.015000 0.018000 0.021000 0.021000 0.023000 0.026000
2332 -119.578751 49.341251 6227 -13311446.000000 5492643.000000 1982 7 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3537 12.127084 62.632915 32382 1349980.750000 6972264.500000 1982 7 0.005000 0.007000 0.007000 0.007000 0.007000 0.008000 0.008000 0.008000 0.008000 0.008000 0.229000
2065 -110.473747 51.566250 4991 -12297881.000000 5740328.500000 1982 8 2.945000 3.064000 3.191000 3.415000 3.673000 3.993000 4.369000 4.774000 5.318000 5.913000 6.258000
1327 -88.142914 30.803749 18935 -9812024.000000 3429057.750000 1982 9 0.963000 1.019000 1.076000 1.104000 1.161000 1.161000 1.161000 1.246000 1.331000 1.359000 1.614000
19265 -97.686249 30.512917 19080 -10874383.000000 3396682.250000 1982 10 0.245000 0.263000 0.301000 0.405000 0.451000 0.498000 0.614000 0.807000 1.236000 3.183000 12.287000
26122 -66.672920 18.211250 25529 -7421995.500000 2027267.125000 1982 10 31.700001 33.439999 36.220001 38.540001 43.000000 48.500000 52.430000 53.299999 54.889999 69.660004 95.300003
15954 -108.787918 42.882915 11872 -12110216.000000 4773704.500000 1982 11 1.303000 1.331000 1.359000 1.388000 1.572000 1.841000 1.982000 2.095000 2.265000 2.577000 2.718000
2430 -79.776253 43.500416 24417 -8880652.000000 4842444.000000 1982 11 0.007000 0.007000 0.007000 0.007000 0.007000 0.008000 0.008000 0.008000 0.008000 0.008000 0.008000
10495 -82.872917 34.736252 17182 -9225371.000000 3866821.750000 1982 12 26.023001 27.750999 34.263000 37.264999 38.200001 38.793999 39.161999 40.209999 41.342999 41.909000 44.457001
20387 -110.347084 41.267082 7757 -12283781.000000 4593830.500000 1983 6 3.000000 3.000000 3.000000 3.000000 3.500000 4.000000 4.000000 4.000000 5.500000 6.000000 7.000000
18003 -99.435417 38.479584 15127 -11069100.000000 4283527.500000 1983 9 2.434000 2.570000 2.750000 2.877000 3.174000 3.484000 3.707000 3.956000 4.526000 5.018000 5.532000
19390 -97.654587 30.282917 19221 -10870859.000000 3371079.000000 1983 9 42.490002 43.580002 43.580002 44.689999 45.255001 45.820000 46.970001 46.970001 48.130001 48.724998 50.520000
32687 -37.092918 -6.454583 30202 -4129164.750000 -718520.937500 1983 9 1.189000 1.501000 2.053000 2.662000 2.987000 4.049000 4.842000 6.131000 6.810000 8.566000 16.792000
11662 -86.575417 33.525417 17871 -9637531.000000 3732032.500000 1983 11 101.656998 132.664001 189.723007 294.494995 298.742004 403.514008 412.009003 458.731995 579.078003 703.671997 857.999023
40235 115.948753 -32.945415 35255 12907356.000000 -3667467.000000 1983 12 0.004000 0.006000 0.014000 0.020000 0.023000 0.025000 0.037000 0.040000 0.049000 0.101000 1.048000
4981 12.600417 64.562920 31189 1402672.000000 7187111.500000 1983 12 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.150000
30966 -122.277916 49.082085 1914 -13611915.000000 5463792.500000 1984 5 2.945000 4.870000 12.641000 20.462000 21.146999 21.691000 22.721001 24.889999 25.341000 26.108000 26.872999
7128 152.386246 -29.055416 37299 16963560.000000 -3234434.250000 1984 5 0.020000 0.034000 0.086000 0.140000 0.193000 0.290000 0.335000 0.458000 0.555000 0.782000 1.248000
8058 -70.553749 43.597084 24389 -7854007.500000 4853205.000000 1984 6 1245.938965 1278.504028 1422.918945 1537.602051 1551.760986 1691.928955 1849.087036 1943.947998 1985.008057 2111.018066 2123.760010
9098 -75.116249 40.434582 22809 -8361902.500000 4501157.000000 1984 9 2.464000 2.478000 2.506000 2.563000 2.577000 2.633000 2.733000 2.775000 2.803000 2.832000 2.917000
25264 -122.917915 42.891251 3941 -13683160.000000 4774632.000000 1984 10 2281.000000 2309.600098 2360.000000 2432.600098 2493.899902 2708.000000 3186.899902 3245.000000 3370.600098 3502.199951 3630.000000
12415 -82.424583 38.306252 15221 -9175463.000000 4264232.500000 1984 12 0.000000 0.000000 0.000000 0.000000 1.000000 1.000000 1.100000 2.000000 2.000000 3.000000 11.000000
36376 77.889580 11.081250 34531 8670628.000000 1233559.125000 1984 12 11.185000 11.899000 12.621000 14.158000 16.613001 19.680000 25.462000 26.934999 50.799999 96.616997 145.548004
38433 144.070419 -37.537918 39554 16037846.000000 -4178702.000000 1984 12 115.000000 115.000000 115.699997 116.000000 116.000000 116.000000 116.000000 116.000000 116.000000 117.000000 117.000000
19139 -95.582916 29.709583 19464 -10640242.000000 3307255.750000 1985 3 0.000000 0.006000 0.235000 0.464000 0.740000 1.280000 1.540000 1.790000 2.080000 3.128000 13.330000
19076 -96.291252 31.850416 18595 -10719093.000000 3545572.000000 1985 5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3918 8.217916 48.317917 31907 914814.250000 5378726.000000 1985 9 0.211000 0.226000 0.237000 0.274000 0.283000 0.283000 0.283000 0.283000 0.317000 0.348000 0.368000
39994 117.611252 -34.982918 35553 13092425.000000 -3894280.500000 1985 9 893.000000 897.000000 898.000000 904.000000 907.500000 923.000000 937.500000 952.500000 974.000000 990.500000 1010.000000
21563 -117.302917 36.915417 9962 -13058101.000000 4109405.500000 1985 11 4.101000 4.188000 4.493000 4.802000 5.023000 5.338000 5.704000 6.511000 9.392000 15.399000 33.636002
37264 147.793747 -42.002083 38658 16452325.000000 -4675650.500000 1985 11 14.980000 15.107000 15.333000 16.268000 17.245001 19.014999 26.716000 34.263000 41.060001 50.828999 188.589996
28985 -107.658752 50.494583 5437 -11984518.000000 5621031.500000 1986 2 0.165000 0.165000 0.165000 0.165000 0.165000 0.165000 0.165000 0.165000 0.165000 0.165000 0.165000
4354 19.977917 49.316250 31788 2223931.500000 5489860.000000 1986 3 0.056000 0.060000 0.061000 0.061000 0.062000 0.063000 0.063000 0.065000 0.069000 0.091000 0.106000
900094 12.601250 28.951250 900094 1402764.750000 3222838.500000 1986 3 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
16139 -106.433746 43.446251 11668 -11848150.000000 4836414.500000 1986 5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
26045 -81.741249 34.008751 17566 -9099394.000000 3785836.750000 1986 5 2327.000000 2480.000000 3015.399902 3514.399902 4097.600098 4203.000000 4291.200195 4361.000000 4561.000000 5499.399902 5743.000000
56 -68.929581 -27.081249 26045 -7673206.000000 -3014671.000000 1986 5 180.800003 251.339996 295.079987 307.500000 344.799988 363.500000 392.760010 449.359985 506.890015 696.229980 702.549988
6782 106.629585 17.467083 34792 11869951.000000 1944426.750000 1986 5 0.103000 0.116000 0.312000 0.327000 0.354000 0.393000 0.502000 0.750000 0.799000 0.940000 1.351000
19125 -95.642914 29.769583 19443 -10646920.000000 3313934.750000 1986 6 130.000000 141.500000 170.500000 217.500000 260.500000 342.000000 430.000000 455.000000 471.500000 476.000000 517.000000
1321 -89.820419 30.792917 18939 -9998763.000000 3427851.750000 1986 9 0.007000 0.007000 0.010000 0.012000 0.012000 0.013000 0.019000 0.446000 0.898000 1.867000 2.795000
2385 -109.816254 49.229584 6294 -12224689.000000 5480212.000000 1986 10 0.040000 0.050000 0.091000 0.101000 0.115000 0.164000 0.253000 0.657000 0.889000 1.926000 3.398000
964 -86.779587 39.511250 14592 -9660259.000000 4398372.000000 1987 3 0.085000 0.125000 0.500000 0.558000 0.646000 0.719000 0.759000 0.826000 0.956000 1.025000 1.269000
18021 -97.540413 38.028751 15396 -10858149.000000 4233341.000000 1987 4 0.021000 0.021000 0.023000 0.032000 0.035000 0.038000 0.046000 0.062000 0.091000 0.156000 0.232000
14808 -93.307083 45.919582 13362 -10386897.000000 5111744.500000 1987 5 0.049000 0.051000 0.074000 0.094000 0.162000 0.226000 0.399000 0.468000 0.660000 1.076000 2.191000
7416 144.538757 -37.016251 39281 16089981.000000 -4120630.250000 1987 6 0.042000 0.043000 0.048000 0.056000 0.058000 0.060000 0.066000 0.071000 0.072000 0.080000 0.095000
13239 -82.742081 36.199585 16217 -9210806.000000 4029719.250000 1987 10 239.000000 280.799988 307.500000 345.200012 382.600006 438.000000 507.100006 580.400024 791.299988 1132.000000 1430.000000
27357 -77.319580 44.489582 23049 -8607176.000000 4952557.500000 1987 11 330.000000 348.500000 357.000000 368.000000 377.000000 401.000000 421.500000 431.000000 437.000000 463.500000 600.000000
36411 76.132919 12.819583 34512 8475078.000000 1427069.500000 1987 11 5.833000 6.640000 7.108000 7.844000 8.594000 9.939000 11.001000 13.649000 18.150999 27.312000 56.633999
15015 -91.431252 42.456249 20582 -10178080.000000 4726208.000000 1988 2 0.006000 0.008000 1.579000 16.846001 21.940001 33.957001 51.698002 93.459999 175.014008 553.114990 1306.931030
20552 -110.341248 40.512085 8098 -12283131.000000 4509784.500000 1988 2 1.096000 1.172000 1.229000 1.298000 1.369000 1.408000 1.490000 1.707000 1.987000 2.758000 3.151000
35706 -71.045418 -30.691250 26123 -7908739.500000 -3416534.250000 1988 3 0.821000 2.090000 2.670000 2.775000 3.174000 4.106000 4.389000 4.474000 4.672000 6.598000 10.364000
16388 -104.977081 44.275417 9595 -11685995.000000 4928717.000000 1988 5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.009000 0.062000 1.146000 7.668000
26409 -79.525414 34.950417 24157 -8852729.000000 3890662.500000 1988 5 4.259000 4.505000 5.107000 5.313000 5.531000 5.948000 7.214000 8.827000 11.339000 15.706000 20.858000
4250 -20.107084 65.302086 30117 -2238310.500000 7269395.000000 1988 6 0.133000 0.140000 0.524000 0.580000 0.595000 0.651000 0.835000 0.878000 0.920000 0.991000 1.104000
30544 -120.095413 50.846249 1451 -13368960.000000 5660178.500000 1988 7 0.566000 0.617000 0.680000 0.782000 0.900000 0.963000 1.133000 1.189000 1.303000 1.506000 4.163000
35706 -71.045418 -30.691250 26123 -7908739.500000 -3416534.250000 1988 7 0.017000 0.059000 0.085000 0.085000 0.093000 0.110000 0.155000 0.207000 0.253000 0.413000 1.189000
8375 -72.213753 42.872917 24661 -8038798.000000 4772591.500000 1988 10 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002000 0.017000 0.031000 0.052000
20165 -106.765419 38.400417 9343 -11885072.000000 4274715.000000 1988 11 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005000 0.013000
2183 -96.283752 49.210415 12753 -10718258.000000 5478078.500000 1989 2 0.020000 0.020000 0.020000 0.020000 0.020000 0.020000 0.020000 0.020000 0.020000 0.020000 0.020000
11319 -84.487083 33.800415 17710 -9405059.000000 3762645.000000 1989 3 1.120000 1.162000 1.194000 1.238000 1.250000 1.260000 1.270000 1.270000 1.290000 1.290000 1.310000
40557 125.738747 -14.949583 35834 13997173.000000 -1664180.000000 1989 4 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
7956 -67.724586 44.801250 24598 -7539066.500000 4987252.500000 1989 10 0.030000 0.031000 0.031000 0.032000 0.032000 0.034000 0.036000 0.038000 0.044000 0.054000 0.090000
30326 -125.199585 49.806252 1669 -13937154.000000 5544406.500000 1989 11 57.000000 59.700001 65.199997 88.050003 102.000000 142.500000 178.000000 182.500000 184.500000 185.500000 188.000000
32835 -44.853748 -20.552917 28019 -4993096.500000 -2287940.250000 1989 11 3.700000 4.225000 5.125000 5.315000 5.575000 5.950000 6.475000 7.185000 8.210000 8.805000 9.800000
25648 -148.975418 61.297916 102 -16583868.000000 6823653.000000 1990 2 8.570000 12.041000 14.910000 15.752000 16.729000 19.610001 24.891001 30.261999 36.238998 42.860001 65.790001
8185 -70.871246 42.235416 24971 -7889351.000000 4701625.000000 1990 4 0.009000 0.009000 0.009000 0.009000 0.009000 0.009000 0.009000 0.009000 0.009000 0.009000 0.009000
35395 -49.327084 -27.332083 29498 -5491066.000000 -3042593.500000 1990 9 6.711000 7.037000 7.348000 7.546000 7.759000 7.985000 8.339000 8.665000 9.189000 9.840000 11.893000
16481 -101.277916 42.614582 11983 -11274206.000000 4743833.500000 1991 1 1.125000 1.152000 1.206000 1.219000 1.220000 1.262000 1.268000 2.495000 4.000000 5.803000 6.304000
20061 -106.568748 39.359585 8820 -11863179.000000 4381489.000000 1991 1 50.099998 56.279999 70.669998 97.519997 109.900002 133.000000 174.000000 224.600006 268.100006 364.399994 500.000000
37272 146.620422 -41.693748 38622 16321711.000000 -4641327.000000 1991 2 17.556000 19.424999 19.822001 20.388000 20.388000 20.671000 21.124001 22.087000 22.087000 23.049999 23.785999
19793 -104.272087 34.479584 10664 -11607516.000000 3838249.750000 1991 4 1.630000 1.725000 1.910000 2.100000 2.380000 2.695000 3.015000 3.845000 4.310000 5.055000 5.800000
11130 -82.752083 28.030416 19919 -9211920.000000 3120331.750000 1991 8 50.403999 53.915001 59.521999 65.920998 67.054001 73.056999 86.393997 89.990997 93.304001 98.146004 108.169998
22636 -119.128754 36.880417 9975 -13261352.000000 4105509.250000 1991 9 40.000000 46.000000 97.500000 120.000000 124.500000 129.500000 146.500000 147.500000 149.000000 149.000000 149.000000
23896 -113.239586 46.463749 7230 -12605773.000000 5172321.000000 1991 10 0.956000 1.065000 1.569000 2.111000 2.414000 2.724000 2.949000 3.185000 3.681000 4.568000 5.870000
7247 148.067917 -35.331249 40044 16482845.000000 -3933056.750000 1991 10 2.379000 2.571000 2.662000 2.690000 2.690000 2.718000 2.778000 2.832000 2.897000 3.143000 3.483000
10537 -81.941254 33.372917 17955 -9121659.000000 3715056.250000 1991 11 267.000000 267.000000 270.500000 274.500000 279.000000 282.000000 284.000000 285.500000 288.000000 290.500000 299.000000
13343 -82.405418 36.878750 15895 -9173329.000000 4105323.750000 1991 12 17.000000 17.280001 18.379999 18.900000 19.090000 19.700001 19.910000 20.000000 20.160000 21.200001 22.000000
9820 -77.107086 38.958752 23483 -8583522.000000 4336868.500000 1992 1 66.199997 73.080002 75.809998 77.480003 79.000000 80.199997 81.099998 81.860001 82.650002 83.900002 94.400002
6142 33.067081 -8.982917 33523 3681010.750000 -999973.750000 1992 2 0.164000 0.188000 0.211000 0.245000 0.250000 0.266000 0.309000 0.368000 0.396000 0.425000 0.481000
36231 -72.457085 -51.256248 26620 -8065886.000000 -5705819.500000 1992 3 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 116.760002 261.519989
18906 -94.732918 32.319584 18449 -10545620.000000 3597799.500000 1992 4 1.410000 1.460000 2.085000 2.540000 2.725000 3.050000 3.595000 5.030000 7.005000 7.610000 10.400000
34609 -51.196251 -23.354584 28741 -5699140.500000 -2599820.250000 1992 4 3.370000 3.390000 3.415000 3.435000 3.460000 3.475000 3.610000 4.315000 4.420000 4.700000 5.560000
12589 -84.804581 39.030418 14830 -9440403.000000 4344846.500000 1992 6 2.460000 2.730000 2.795000 3.425000 3.910000 4.130000 4.265000 4.395000 5.270000 7.155000 10.000000
1859 -115.040413 53.895416 4555 -12806240.000000 5999610.500000 1992 8 1.161000 1.246000 3.271000 7.504000 7.504000 7.504000 7.646000 7.646000 7.646000 7.815000 8.127000
7377 143.658752 -38.563751 38400 15992019.000000 -4292897.000000 1992 12 0.012000 0.012000 0.012000 0.012000 0.013000 0.013000 0.013000 0.014000 0.015000 0.016000 0.018000
38305 144.524582 -37.472084 39501 16088403.000000 -4171373.250000 1993 1 79.287003 85.800003 88.773003 93.162003 96.277000 96.277000 96.559998 99.109001 99.533997 101.940002 101.940002
11947 -79.383751 41.474583 22317 -8836959.000000 4616929.500000 1993 3 12.969000 14.328000 16.565001 20.195999 22.497999 25.287001 30.242001 52.668999 60.938000 78.890999 101.374001
24147 -120.720413 47.542084 2249 -13438535.000000 5292360.500000 1993 3 130.589996 145.654007 157.699005 170.610992 185.505005 200.261002 209.772995 233.261993 301.809998 335.964996 509.178986
21769 -119.849586 38.965416 9059 -13341595.000000 4337610.500000 1993 4 0.130000 0.170000 0.205000 0.320000 0.450000 0.600000 0.760000 1.220000 2.025000 4.675000 5.940000
28339 -80.864586 51.162083 12465 -9001805.000000 5695337.000000 1993 4 0.159000 0.176000 0.202000 0.210000 0.219000 0.229000 0.246000 0.259000 0.297000 0.510000 1.671000
22875 -120.538750 41.482082 2760 -13418312.000000 4617764.500000 1993 6 38.488998 39.159000 39.446999 40.027000 40.706001 42.971001 43.770000 44.473000 45.688999 46.098000 47.433998
12853 -87.021248 40.507915 14060 -9687161.000000 4509320.500000 1993 7 0.005000 0.006000 0.006000 0.007000 0.008000 0.009000 0.010000 0.010000 0.012000 0.014000 0.019000
8474 -72.601250 41.719582 25333 -8081934.000000 4644202.500000 1993 8 23.900000 28.160000 30.070000 32.779999 33.599998 34.200001 35.770000 38.660000 40.439999 42.700001 50.599998
21190 -111.495415 34.737915 10572 -12411613.000000 3867007.000000 1993 10 2.000000 2.100000 2.100000 2.100000 2.100000 2.200000 2.300000 2.300000 2.300000 2.320000 2.500000
31011 -122.734581 49.364582 1781 -13662751.000000 5495240.000000 1993 11 21.000000 23.100000 23.150000 23.400000 23.799999 24.000000 24.500000 24.950001 25.400000 31.650000 51.099998
14895 -90.764580 43.967918 17214 -10103867.000000 4894486.500000 1993 12 0.007000 0.053000 0.085000 0.190000 0.305000 0.358000 0.510000 0.668000 0.791000 0.869000 1.018000
29934 -117.032913 57.741249 4212 -13028044.000000 6427726.500000 1994 1 0.651000 0.702000 0.736000 0.793000 0.821000 0.991000 1.005000 1.274000 2.265000 3.171000 8.495000
14704 -93.807083 48.197083 12931 -10442557.000000 5365274.500000 1994 2 0.130000 0.142000 0.173000 0.206000 0.217000 0.222000 0.224000 0.228000 0.251000 0.284000 0.317000
31618 -121.227081 49.272083 1825 -13494937.000000 5484943.000000 1994 2 115.470001 120.489998 123.449997 125.089996 129.460007 136.050003 140.330002 141.589005 144.701996 159.089996 170.000000
13655 -85.927917 46.233749 13290 -9565452.000000 5146717.500000 1994 3 23.370001 30.516001 31.570000 33.346001 34.222000 35.270000 38.849998 44.180000 48.514999 59.736000 74.349998
