IDs Xsnap Ysnap IDr Xcoord Ycoord YYYY MM ppt0 ppt1 ppt2 ppt3 tmin0 tmin1 tmin2 tmin3 soil0 soil1 soil2 soil3 SNDPPT SLTPPT CLYPPT AWCtS WWP sand silt clay GRWLw GRWLr GRWLl GRWLd GRWLc channel_curv_cel channel_dist_dw_seg channel_dist_up_cel channel_dist_up_seg channel_elv_dw_cel channel_elv_dw_seg channel_elv_up_cel channel_elv_up_seg channel_grad_dw_seg channel_grad_up_cel channel_grad_up_seg outlet_diff_dw_scatch outlet_dist_dw_scatch stream_diff_up_farth stream_diff_up_near stream_dist_up_farth stream_dist_up_near order_hack order_horton order_shreve order_strahler order_topo slope_curv_max_dw_cel slope_curv_min_dw_cel slope_elv_dw_cel slope_grad_dw_cel elev aspect-cosine aspect-sine convergence dev-magnitude dev-scale dx dxx dxy dy dyy eastness elev-stdev northness pcurv rough-magnitude roughness rough-scale slope tcurv tpi tri vrm accumulation cti spi sti
28773 -111.5904 50.8554 5238 -12422188.0000 5661199.0000 1969 8 -741 26801 12382 3887 1481 30254 -7729 -3384 19165 20913 23174 27093 170591.0000 126014.0000 93782.0000 155098.0000 78549.0000 1416859.0000 1380796.0000 1104736.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 454.0000 110.0000 312.0000 0.0000 0.0000 0.0000 0.0000 220.0000 0.0000 0.0000 0.0000 395.0000 203.0000 1.0000 211386.0000 59.0000 3.0000 8.0000 12557.0000 8.0000 8255.0000 72137.0000 0.0000 0.0000 0.0000 640.8000 0.9812 -0.1852 31.0306 -2.9805 382.0000 -0.0122 -0.0001 0.0002 0.0586 -0.0009 -0.0121 5.8829 0.0584 -0.0009 5.2005 17.1792 3997.0000 3.4264 -0.0001 -3.6533 5.8281 0.0015 3902.1660 1564005120.0000 241763.0000 1722694.0000
991 -79.9371 39.0296 23461 -8898555.0000 4344753.5000 1969 8 20837 20346 27993 8983 -3735 24803 -6433 1904 14649 13287 25648 -23165 38376.0000 44335.0000 25057.0000 41473.0000 24187.0000 299786.0000 498025.0000 279696.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 282.0000 93.0000 210.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 210.0000 930.0000 1.0000 114649.0000 93.0000 3.0000 8.0000 2727.0000 6.0000 9500.0000 28050.0000 0.0000 0.0000 0.0000 514.3000 -0.3393 0.6263 13.9897 -1.5355 37.0000 0.0089 -0.0000 -0.0001 -0.0084 -0.0003 0.0089 2.1533 -0.0084 -0.0001 9.9708 6.9466 778.0000 1.0764 -0.0002 -1.1454 2.3735 0.0003 1077.4561 1471134976.0000 46337.0000 640406.0000
35308 -48.0913 -24.8621 29082 -5353493.5000 -2767634.5000 1969 9 10306 5965 9971 17606 -23687 -27680 -29427 -28169 7028 7375 9462 9462 5419.0000 2875.0000 5913.0000 6366.0000 3407.0000 38381.0000 36365.0000 67319.0000 1.0000 1.0000 1.0000 1.0000 1.0000 5602.0000 250.0000 125.0000 342.0000 0.0000 1.0000 1.0000 0.0000 5602.0000 11204.0000 0.0000 1.0000 125.0000 1193.0000 17.0000 25041.0000 84.0000 3.0000 6.0000 367.0000 6.0000 384.0000 69492.0000 -5498.0000 1.0000 10997.0000 77.1000 0.5855 0.2016 52.1243 -0.9547 7.0000 0.0562 -0.0018 0.0005 0.0224 0.0002 0.0549 9.2372 0.0224 -0.0009 11.9722 27.8173 97.0000 4.9376 -0.0006 -5.9407 9.0843 0.0086 142.0588 1223346432.0000 9678.0000 517962.0000
5669 21.5138 -33.4921 34141 2394899.7500 -3728321.7500 1969 9 323 246 279 547 16162 16229 15669 15832 26 26 26 26 1428.0000 466.0000 670.0000 1063.0000 476.0000 14627.0000 4325.0000 6700.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1082.0000 334.0000 92.0000 277.0000 0.0000 0.0000 0.0000 0.0000 113012.0000 2164.0000 0.0000 0.0000 213.0000 1350.0000 70.0000 12532.0000 121.0000 4.0000 4.0000 61.0000 4.0000 631.0000 271797.0000 -1085.0000 0.0000 2169.0000 471.0000 -0.7009 0.5900 24.5594 -1.5431 64.0000 0.0763 -0.0111 -0.0006 -0.1028 0.0007 0.0760 28.5922 -0.1017 -0.0031 16.7968 78.8609 4.0000 7.8125 -0.0071 -38.8430 42.4781 0.0730 25.6489 966275968.0000 4159.0000 806586.0000
10914 -81.6104 28.4046 19801 -9084830.0000 3161983.7500 1969 11 3689 10116 12856 18057 -12555 -5866 -4786 -4636 8583 10244 10244 10112 5435.0000 1396.0000 591.0000 2749.0000 915.0000 66323.0000 2540.0000 5391.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 533.0000 123.0000 123.0000 0.0000 0.0000 0.0000 0.0000 1876.0000 0.0000 0.0000 0.0000 410.0000 28.0000 2.0000 34343.0000 82.0000 2.0000 6.0000 235.0000 5.0000 1156.0000 8812.0000 0.0000 0.0000 0.0000 24.2000 -0.8968 0.3138 -2.1972 0.6391 2428.0000 0.0057 -0.0001 0.0000 -0.0132 0.0000 0.0057 1.3959 -0.0132 -0.0000 0.9144 4.6366 19.0000 0.8517 -0.0000 -0.2398 1.4302 0.0001 74.2478 1384152576.0000 464.0000 17849.0000
14556 -98.4938 47.8604 12988 -10964274.0000 5327797.0000 1969 12 126 14 188 409 3159 3714 4116 4701 81 81 81 92 340.0000 199.0000 162.0000 278.0000 137.0000 3273.0000 2077.0000 1642.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 112.0000 112.0000 378.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 264.0000 0.0000 0.0000 22.0000 2.0000 6833.0000 62.0000 4.0000 3.0000 29.0000 3.0000 5086.0000 22614.0000 0.0000 0.0000 0.0000 439.9000 0.0284 0.2823 37.0764 -1.2616 13.0000 0.0015 -0.0002 -0.0002 0.0024 -0.0001 0.0015 1.6488 0.0024 -0.0001 0.9599 5.1970 3997.0000 0.7128 -0.0001 -0.7943 1.6450 0.0002 6.9914 1084375680.0000 89.0000 17408.0000
31185 -115.5488 49.6362 5930 -12862828.0000 5525482.0000 1969 12 726 848 837 1420 9547 10448 10770 11789 658 658 568 462 957.0000 726.0000 211.0000 820.0000 380.0000 10160.0000 7094.0000 1692.0000 1.0000 1.0000 1.0000 1.0000 1.0000 78210.0000 111.0000 111.0000 221.0000 6.0000 0.0000 11.0000 6.0000 100436.0000 100436.0000 48408.0000 0.0000 0.0000 1344.0000 11.0000 10313.0000 93.0000 3.0000 5.0000 38.0000 3.0000 5742.0000 39848.0000 -22406.0000 11.0000 102484.0000 1073.4000 -0.5126 -0.6106 24.4795 -1.2196 775.0000 -0.0817 -0.0008 0.0011 -0.0647 -0.0015 -0.0806 14.4660 -0.0642 -0.0007 22.4533 47.6128 22.0000 8.0537 -0.0015 -8.6261 14.4471 0.0104 18.9434 931861568.0000 3202.0000 753962.0000
34549 -49.5954 -23.9771 28925 -5520936.5000 -2669116.7500 1970 1 14391 30500 7185 24613 17140 -30906 -10145 -3200 28461 289 -32675 -32675 60370.0000 33080.0000 73594.0000 73892.0000 41462.0000 604842.0000 385517.0000 679206.0000 1.0000 1.0000 1.0000 1.0000 1.0000 5186.0000 125.0000 125.0000 125.0000 1.0000 0.0000 1.0000 0.0000 4787.0000 4787.0000 5584.0000 0.0000 0.0000 537.0000 8.0000 129795.0000 177.0000 4.0000 8.0000 4683.0000 7.0000 7508.0000 4111.0000 388.0000 1.0000 4656.0000 508.2000 0.6865 0.4033 66.3028 -1.6746 58.0000 0.0147 -0.0004 -0.0000 0.0212 -0.0003 0.0147 3.1158 0.0212 -0.0002 6.5250 10.5920 58.0000 1.7380 -0.0004 -2.3740 3.2527 0.0007 1669.4591 1512511232.0000 73591.0000 787889.0000
38510 143.4196 -38.3537 40064 15965395.0000 -4269519.5000 1970 1 12175 8696 10143 12824 -9606 -13387 -12961 -14976 3234 4340 6942 12524 8537.0000 2273.0000 6306.0000 8156.0000 4045.0000 90446.0000 28987.0000 51668.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 146.0000 73.0000 73.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 73.0000 45.0000 4.0000 33048.0000 118.0000 3.0000 7.0000 507.0000 6.0000 451.0000 27449.0000 0.0000 0.0000 0.0000 125.1000 0.8903 0.3872 4.7137 -0.6528 109.0000 0.0035 0.0001 -0.0000 0.0089 -0.0001 0.0035 0.9211 0.0089 -0.0000 2.8744 2.7787 409.0000 0.5633 0.0001 0.0245 0.9107 0.0000 171.0918 1367202688.0000 3211.0000 104303.0000
37344 152.5887 -29.8337 37410 16986102.0000 -3321077.7500 1970 2 754 5875 27870 -23526 -8225 6981 -21817 -23632 -3534 23169 -19911 -26288 244086.0000 123493.0000 171106.0000 234581.0000 121545.0000 2507711.0000 1186241.0000 1692627.0000 16104.0000 16104.0000 1.0000 1.0000 1.0000 0.0000 245.0000 123.0000 123.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 123.0000 1266.0000 1.0000 215574.0000 92.0000 1.0000 9.0000 14096.0000 8.0000 704.0000 72746.0000 0.0000 0.0000 0.0000 150.7000 0.0568 -0.3881 37.5841 -1.5771 58.0000 -0.0276 -0.0010 -0.0005 -0.0071 -0.0004 -0.0276 6.0332 -0.0071 -0.0011 10.8094 18.9786 208.0000 2.9737 -0.0003 -5.1977 5.5397 0.0027 5386.4971 1645729536.0000 201388.0000 1016109.0000
27455 -76.6296 45.1346 22241 -8530366.0000 5024358.5000 1970 3 11501 16049 8552 16271 -9933 -25310 30645 -15945 26840 26840 26840 26840 13497.0000 7620.0000 3390.0000 9233.0000 4436.0000 75873.0000 91772.0000 77384.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 66.0000 66.0000 245.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 135.0000 13.0000 29557.0000 113.0000 5.0000 6.0000 711.0000 6.0000 1939.0000 76058.0000 0.0000 0.0000 0.0000 180.8000 -0.5632 0.5978 22.4484 -1.6574 85.0000 0.0205 -0.0001 0.0001 -0.0208 -0.0004 0.0205 3.3017 -0.0208 -0.0004 3.9881 10.1204 37.0000 1.8172 -0.0001 -1.8515 3.4576 0.0006 245.0210 1345857152.0000 8338.0000 261181.0000
1184 -121.8337 42.7404 3953 -13562471.0000 4757841.5000 1970 4 32635 -2357 24321 20624 32597 -7307 -27441 -9792 30972 30972 24383 -20689 199470.0000 96007.0000 42826.0000 147087.0000 59640.0000 1903999.0000 1023528.0000 454668.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 300.0000 115.0000 208.0000 0.0000 4.0000 0.0000 0.0000 12660.0000 0.0000 0.0000 4.0000 208.0000 380.0000 6.0000 132617.0000 68.0000 2.0000 8.0000 8829.0000 8.0000 1614.0000 49856.0000 0.0000 0.0000 0.0000 1369.8000 -0.8147 0.3730 12.5781 -1.0181 55.0000 0.0174 -0.0008 0.0003 -0.0349 0.0001 0.0174 4.5143 -0.0348 -0.0004 8.6250 14.7402 1948.0000 2.4394 -0.0003 -2.6837 4.1082 0.0013 3382.1365 1594848768.0000 132209.0000 893820.0000
14643 -97.9171 48.9137 12806 -10900080.0000 5445053.5000 1970 6 -2780 -31355 11220 -7625 -658 32738 31620 -7992 27362 14305 -26247 31054 323372.0000 282573.0000 195014.0000 342420.0000 175124.0000 2682908.0000 3144001.0000 2181620.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 233.0000 61.0000 355.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 122.0000 270.0000 3.0000 305123.0000 111.0000 3.0000 8.0000 25205.0000 8.0000 2900.0000 21934.0000 0.0000 0.0000 0.0000 288.2000 -0.7779 -0.3160 -27.2457 -1.0126 3892.0000 -0.0018 0.0001 0.0001 -0.0080 -0.0001 -0.0018 1.0259 -0.0080 -0.0000 1.1680 3.6427 97.0000 0.5395 0.0001 0.0988 0.9809 0.0001 8008.3271 1747282816.0000 157606.0000 516762.0000
15533 -88.9529 38.9388 14893 -9902194.0000 4334642.0000 1970 6 20476 8726 18193 6785 18827 15144 8393 -522 15404 11426 15404 15404 1870.0000 6406.0000 2845.0000 4181.0000 2648.0000 20034.0000 57627.0000 33485.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 117.0000 117.0000 307.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 38.0000 3.0000 22401.0000 72.0000 3.0000 6.0000 383.0000 5.0000 4295.0000 45188.0000 0.0000 0.0000 0.0000 153.7000 -0.8021 0.5067 -14.9589 -1.9513 37.0000 0.0143 0.0001 0.0002 -0.0243 -0.0003 0.0143 2.8772 -0.0243 -0.0003 1.8780 9.0746 3997.0000 1.6453 0.0002 -0.5613 2.5572 0.0003 111.1399 1202352128.0000 7304.0000 448035.0000
35866 -71.1704 -34.4329 26311 -7922654.5000 -3833055.0000 1970 6 -16411 -32040 1013 1549 -17426 10712 -15069 1220 11707 -1730 19370 22024 49183.0000 27056.0000 27118.0000 45593.0000 22719.0000 486700.0000 304964.0000 241799.0000 27155.0000 27155.0000 1.0000 1.0000 1.0000 0.0000 120.0000 120.0000 633.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 1421.0000 0.0000 0.0000 2003.0000 2.0000 85648.0000 77.0000 2.0000 7.0000 2403.0000 7.0000 329.0000 7741.0000 0.0000 0.0000 0.0000 176.9000 0.5749 0.7824 6.9909 -0.1064 1741.0000 0.0062 0.0001 -0.0000 0.0046 -0.0001 0.0062 0.9341 0.0046 -0.0000 11.3599 3.0192 928.0000 0.4502 -0.0000 -0.0407 1.0626 0.0002 1033.4240 1593982336.0000 11748.0000 111529.0000
11361 -85.0137 32.3171 18450 -9463687.0000 3597521.0000 1970 7 -5946 -26938 13474 -2303 14749 -462 -31564 14251 -28704 -23425 -11144 14409 44111.0000 16260.0000 23254.0000 30276.0000 16222.0000 419871.0000 165823.0000 250310.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 200.0000 78.0000 157.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 78.0000 150.0000 2.0000 62943.0000 121.0000 2.0000 6.0000 2616.0000 6.0000 981.0000 7720.0000 0.0000 0.0000 0.0000 64.6000 0.0702 -0.7875 12.0095 -1.6850 601.0000 -0.0232 0.0004 -0.0000 -0.0000 -0.0004 -0.0232 2.8895 -0.0000 0.0002 2.3042 9.0834 19.0000 1.6969 -0.0001 0.2587 2.4772 0.0003 835.9755 1460498944.0000 30912.0000 475407.0000
4841 6.5012 60.7996 31181 723715.8125 6768178.5000 1970 7 -29863 11098 15319 12104 -30592 -29814 26616 17207 4386 3906 4386 4386 8819.0000 5179.0000 1609.0000 7343.0000 3198.0000 91051.0000 56803.0000 8238.0000 1.0000 1.0000 1.0000 1.0000 1.0000 4034.0000 401.0000 45.0000 401.0000 1.0000 4.0000 0.0000 1.0000 9731.0000 0.0000 1497.0000 4.0000 355.0000 1188.0000 4.0000 29352.0000 45.0000 2.0000 5.0000 480.0000 5.0000 290.0000 343463.0000 4342.0000 0.0000 0.0000 233.2000 0.1789 -0.5824 33.3476 -2.1527 139.0000 -0.1087 -0.0074 -0.0029 0.0180 -0.0010 -0.1015 31.7195 0.0197 -0.0066 16.5281 89.4312 22.0000 10.4384 -0.0016 -31.6997 35.7928 0.0699 156.0831 1229971840.0000 10939.0000 557993.0000
15902 -109.4471 45.5238 7509 -12183593.0000 5067680.5000 1970 8 14966 -29809 -3159 -27815 26089 27910 -5038 20360 14062 22681 -27102 -11067 51318.0000 32783.0000 19976.0000 42349.0000 21234.0000 473916.0000 338809.0000 227929.0000 1.0000 1.0000 1.0000 1.0000 1.0000 7773.0000 113.0000 113.0000 823.0000 0.0000 0.0000 2.0000 6.0000 14133.0000 14133.0000 6923.0000 0.0000 0.0000 2436.0000 14.0000 71950.0000 65.0000 5.0000 6.0000 2339.0000 6.0000 13155.0000 74294.0000 -7882.0000 2.0000 14508.0000 1231.1000 0.2117 0.9482 -18.6604 -1.6382 94.0000 0.0814 -0.0010 -0.0003 0.0209 0.0004 0.0808 8.0410 0.0207 -0.0011 8.0116 24.3698 778.0000 4.9204 0.0005 -2.2516 6.8503 0.0026 1040.6168 1341888768.0000 159980.0000 3309746.0000
5213 21.6754 62.9921 33306 2412896.5000 7012247.0000 1970 8 603 2435 212 534 16522 16822 16402 14702 1075 1609 1489 3421 1253.0000 703.0000 409.0000 1041.0000 469.0000 5029.0000 10659.0000 7951.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 93.0000 93.0000 237.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 27.0000 4.0000 12202.0000 93.0000 2.0000 4.0000 89.0000 4.0000 15.0000 22042.0000 0.0000 0.0000 0.0000 6.4000 0.3852 0.9075 44.1103 -1.0153 7.0000 0.0089 -0.0001 0.0000 0.0032 -0.0000 0.0089 0.8751 0.0032 -0.0000 1.8386 2.6110 3997.0000 0.5481 -0.0000 -0.2970 0.9215 0.0001 23.6365 1097480576.0000 934.0000 124428.0000
19411 -97.6588 30.0938 19326 -10871323.0000 3350021.0000 1970 9 6415 1021 1021 614 -31919 -31215 -31384 -32123 1677 1458 1757 2222 1204.0000 1435.0000 1520.0000 1476.0000 971.0000 7655.0000 16577.0000 17343.0000 1.0000 1.0000 1.0000 1.0000 1.0000 3267.0000 122.0000 122.0000 367.0000 0.0000 0.0000 1.0000 0.0000 6535.0000 6535.0000 272.0000 0.0000 0.0000 53.0000 1.0000 15728.0000 92.0000 2.0000 7.0000 143.0000 4.0000 1100.0000 6293.0000 -4118.0000 1.0000 6715.0000 170.9000 0.2355 0.5816 40.8962 -1.3269 7.0000 0.0044 0.0000 0.0001 0.0000 -0.0001 0.0044 0.7884 0.0000 -0.0001 1.6430 2.5960 577.0000 0.3845 0.0000 -0.2224 0.6963 0.0000 41.5710 1268496000.0000 494.0000 32713.0000
38941 144.6013 -36.1287 38868 16096938.0000 -4021834.0000 1970 10 141 943 805 224 10553 10149 9991 9867 83 99 114 129 661.0000 254.0000 651.0000 644.0000 362.0000 6398.0000 2966.0000 6279.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 370.0000 92.0000 92.0000 0.0000 0.0000 0.0000 0.0000 541.0000 0.0000 0.0000 0.0000 277.0000 6.0000 0.0000 10047.0000 75.0000 6.0000 3.0000 43.0000 3.0000 2955.0000 2259.0000 0.0000 0.0000 0.0000 97.1000 0.4117 0.1115 -13.9815 0.8670 1.0000 0.0001 0.0000 0.0000 0.0005 0.0000 0.0001 0.0856 0.0005 0.0000 2.4515 0.3094 2287.0000 0.0376 0.0000 0.0758 0.1079 0.0000 15.6404 1370374528.0000 12.0000 609.0000
14884 -91.7596 44.0154 16905 -10214630.0000 4899773.5000 1970 11 2838 6497 8176 1596 27996 32038 -31009 -29119 6876 6876 5935 2139 1175.0000 2520.0000 1290.0000 1939.0000 1152.0000 11362.0000 23526.0000 14931.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 207.0000 93.0000 278.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 93.0000 174.0000 4.0000 11702.0000 114.0000 3.0000 6.0000 145.0000 5.0000 6367.0000 30994.0000 0.0000 0.0000 0.0000 231.8000 0.4038 0.5099 33.2290 -1.9201 43.0000 0.0571 -0.0012 -0.0002 0.0155 0.0002 0.0569 6.0792 0.0154 -0.0012 7.7710 17.9001 25.0000 3.6219 0.0002 -3.9208 4.6450 0.0024 49.8157 1191669248.0000 1608.0000 128963.0000
26586 -64.5154 48.7687 21399 -7181823.5000 5428912.5000 1970 11 27049 18757 -15912 4175 13288 17229 -13313 -9313 -17237 -17237 -17237 -17237 56147.0000 36178.0000 16292.0000 44410.0000 21761.0000 514029.0000 369351.0000 202582.0000 30397.0000 30397.0000 1.0000 1.0000 1.0000 0.0000 111.0000 111.0000 111.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 815.0000 1.0000 116546.0000 61.0000 1.0000 6.0000 2604.0000 6.0000 46.0000 33359.0000 0.0000 0.0000 0.0000 16.4000 -0.0593 -0.0207 34.3045 -1.8160 10.0000 0.0083 -0.0003 -0.0003 0.0069 -0.0007 0.0083 3.3024 0.0068 -0.0008 6.7763 10.2324 208.0000 1.2640 -0.0003 -3.9743 4.2853 0.0007 1085.9398 1682036096.0000 4776.0000 32993.0000
32177 -59.0421 -6.7954 27182 -6572534.5000 -756462.3125 1970 11 -8555 25582 -8260 -20239 27509 4539 -8976 -2091 -8585 15282 -15401 779 493657.0000 253809.0000 525652.0000 532875.0000 296193.0000 4506656.0000 3078884.0000 5143114.0000 245191.0000 245191.0000 1.0000 1.0000 1.0000 0.0000 276.0000 92.0000 92.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 184.0000 320.0000 0.0000 448546.0000 92.0000 3.0000 9.0000 39930.0000 9.0000 4050.0000 2170.0000 0.0000 0.0000 0.0000 39.0000 -0.8796 -0.0461 6.1386 -2.4381 145.0000 -0.0005 -0.0002 0.0000 -0.0097 0.0000 -0.0005 1.3039 -0.0097 -0.0000 2.9938 3.8299 1231.0000 0.6214 -0.0001 -0.5549 1.3598 0.0001 12728.1260 1923024000.0000 59595.0000 95832.0000
40755 140.7737 -36.3146 38950 15670861.0000 -4042520.7500 1970 11 5052 -7373 21813 -7685 17092 10553 -26185 1055 25585 -32031 -14202 22698 143482.0000 17090.0000 100256.0000 108825.0000 54907.0000 1423308.0000 292843.0000 895001.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 119.0000 119.0000 330.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 106.0000 1.0000 224377.0000 75.0000 2.0000 9.0000 8140.0000 8.0000 781.0000 9573.0000 0.0000 0.0000 0.0000 80.0000 -0.1327 -0.5264 32.7407 -1.2678 1.0000 -0.0018 -0.0000 0.0000 -0.0005 -0.0001 -0.0018 0.5522 -0.0005 -0.0001 0.8214 1.7314 1888.0000 0.2165 -0.0001 -0.5389 0.6923 0.0000 2610.9668 1809249152.0000 6900.0000 24086.0000
7042 152.6896 -27.6004 37008 16997328.0000 -3072464.2500 1970 11 945 1193 436 83 6633 6365 6030 5773 120 133 141 154 462.0000 114.0000 304.0000 355.0000 179.0000 3584.0000 1819.0000 3395.0000 1.0000 1.0000 1.0000 1.0000 1.0000 4851.0000 124.0000 124.0000 247.0000 1.0000 0.0000 1.0000 1.0000 5660.0000 5660.0000 2021.0000 0.0000 0.0000 90.0000 2.0000 5052.0000 92.0000 4.0000 3.0000 25.0000 3.0000 263.0000 7370.0000 -776.0000 1.0000 5432.0000 27.2000 -0.7389 0.2506 4.2451 -1.0476 46.0000 0.0009 -0.0001 -0.0001 -0.0059 -0.0001 0.0009 0.8993 -0.0059 -0.0001 5.3099 2.7446 571.0000 0.4758 -0.0001 -0.4927 0.8703 0.0000 8.7976 1090444928.0000 134.0000 24157.0000
9438 -77.0096 41.2546 22428 -8572668.0000 4592439.0000 1970 11 970 999 557 726 4996 5442 5807 6033 639 574 122 154 342.0000 309.0000 158.0000 299.0000 161.0000 2871.0000 3263.0000 1941.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 324.0000 93.0000 185.0000 0.0000 0.0000 0.0000 0.0000 6473.0000 0.0000 540.0000 0.0000 208.0000 219.0000 4.0000 4890.0000 116.0000 3.0000 4.0000 25.0000 4.0000 929.0000 18537.0000 0.0000 0.0000 0.0000 171.7000 -0.0002 0.5860 57.2508 -1.5475 742.0000 0.0042 -0.0004 -0.0000 -0.0003 0.0001 0.0042 1.3000 -0.0003 -0.0002 7.6474 4.2967 253.0000 0.4903 -0.0000 -1.0821 1.6370 0.0001 8.0730 1090842368.0000 111.0000 20598.0000
23190 -122.2929 38.7121 3300 -13613585.0000 4309409.0000 1970 12 4559 4869 849 110 11458 12184 12290 12906 3104 3104 352 395 669.0000 582.0000 581.0000 714.0000 466.0000 5156.0000 7004.0000 6145.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 328.0000 118.0000 210.0000 0.0000 5.0000 0.0000 0.0000 14044.0000 0.0000 0.0000 5.0000 210.0000 495.0000 4.0000 11190.0000 72.0000 4.0000 3.0000 52.0000 3.0000 311.0000 22854.0000 0.0000 0.0000 0.0000 159.3000 -0.0694 -0.3533 38.8616 -1.6458 40.0000 -0.0474 -0.0015 0.0001 -0.0020 0.0002 -0.0472 6.6050 -0.0020 -0.0015 10.4165 17.8557 97.0000 3.9070 0.0002 -4.8455 5.7319 0.0044 18.3015 1111472256.0000 481.0000 66081.0000
34328 -49.0629 -21.0513 28127 -5461659.0000 -2343414.5000 1970 12 11015 -23542 -19638 27059 10179 7625 4017 119 19018 3017 3429 3876 22800.0000 5399.0000 14880.0000 17207.0000 8311.0000 216845.0000 57059.0000 157027.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 260.0000 87.0000 426.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 173.0000 147.0000 3.0000 54227.0000 87.0000 5.0000 5.0000 1109.0000 5.0000 7656.0000 14812.0000 0.0000 0.0000 0.0000 475.3000 0.1770 -0.7855 41.7865 -1.9104 64.0000 -0.0122 -0.0002 -0.0001 0.0028 -0.0002 -0.0122 1.6013 0.0028 -0.0002 4.0788 5.4277 3883.0000 0.8906 -0.0002 -1.3888 1.7364 0.0003 430.9080 1461332224.0000 7938.0000 147328.0000
16872 -105.3971 39.7454 8581 -11732750.0000 4424440.0000 1971 1 31921 16978 -20647 -28961 30411 26214 -12845 7615 10063 10063 10063 9518 54674.0000 20783.0000 10578.0000 32907.0000 13494.0000 569037.0000 190344.0000 101081.0000 1.0000 1.0000 1.0000 1.0000 1.0000 13367.0000 234.0000 117.0000 326.0000 3.0000 0.0000 0.0000 3.0000 0.0000 0.0000 8581.0000 0.0000 117.0000 1815.0000 43.0000 58868.0000 71.0000 4.0000 6.0000 1810.0000 6.0000 9451.0000 285903.0000 13791.0000 0.0000 0.0000 2112.7000 0.0687 0.1928 26.6844 -1.7100 28.0000 0.0679 -0.0057 -0.0023 0.0468 -0.0003 0.0587 30.2103 0.0422 -0.0055 14.7058 86.1939 25.0000 13.1975 -0.0001 -22.3924 31.9139 0.0498 860.4279 1303520256.0000 160707.0000 3950774.0000
9626 -76.6254 39.3404 23329 -8529903.0000 4379355.0000 1971 1 406 524 790 428 3174 3465 3784 4170 622 622 594 131 246.0000 205.0000 146.0000 223.0000 126.0000 2621.0000 2020.0000 1309.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 93.0000 93.0000 278.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 67.0000 13.0000 4406.0000 234.0000 2.0000 3.0000 22.0000 3.0000 28.0000 21947.0000 0.0000 0.0000 0.0000 73.6000 -0.0353 -0.8564 46.8767 -1.4176 7.0000 -0.0166 -0.0005 -0.0002 -0.0021 -0.0001 -0.0166 2.2167 -0.0021 -0.0005 3.5188 6.6854 2812.0000 1.0494 -0.0001 -2.1151 2.4266 0.0007 5.9486 935037696.0000 302.0000 99210.0000
