IDs Xsnap Ysnap IDr Xcoord Ycoord YYYY MM ppt0 ppt1 ppt2 ppt3 tmin0 tmin1 tmin2 tmin3 soil0 soil1 soil2 soil3 SNDPPT SLTPPT CLYPPT AWCtS WWP sand silt clay GRWLw GRWLr GRWLl GRWLd GRWLc channel_curv_cel channel_dist_dw_seg channel_dist_up_cel channel_dist_up_seg channel_elv_dw_cel channel_elv_dw_seg channel_elv_up_cel channel_elv_up_seg channel_grad_dw_seg channel_grad_up_cel channel_grad_up_seg outlet_diff_dw_scatch outlet_dist_dw_scatch stream_diff_up_farth stream_diff_up_near stream_dist_up_farth stream_dist_up_near order_hack order_horton order_shreve order_strahler order_topo slope_curv_max_dw_cel slope_curv_min_dw_cel slope_elv_dw_cel slope_grad_dw_cel elev aspect-cosine aspect-sine convergence dev-magnitude dev-scale dx dxx dxy dy dyy eastness elev-stdev northness pcurv rough-magnitude roughness rough-scale slope tcurv tpi tri vrm accumulation cti spi sti
37930 146.4037 -37.9087 39837 16297591.0000 -4219982.5000 1991 10 27414 17452 31752 -18292 648 -13086 -19174 -12418 21047 -31598 -31598 -31598 25675.0000 9772.0000 15868.0000 25938.0000 12590.0000 233939.0000 137266.0000 141895.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 395.0000 118.0000 118.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 303.0000 1173.0000 16.0000 63164.0000 92.0000 2.0000 7.0000 1234.0000 6.0000 402.0000 259936.0000 0.0000 0.0000 0.0000 249.5000 0.2552 -0.9655 37.7519 -1.6901 22.0000 -0.2382 -0.0061 0.0008 0.0647 -0.0015 -0.2263 28.1328 0.0613 -0.0058 14.9701 88.3262 22.0000 13.6859 -0.0013 -28.4800 33.0676 0.0412 513.0822 1142350464.0000 287374.0000 13394375.0000
37585 150.7137 -33.5904 37984 16777378.0000 -3739268.0000 1991 11 24410 27759 -10907 15323 -21192 -13097 -6030 2031 -31675 18285 14959 -22351 631784.0000 216884.0000 358328.0000 510558.0000 259820.0000 6534838.0000 2104126.0000 3431046.0000 776672.0000 111203.0000 665484.0000 1.0000 1.0000 0.0000 396.0000 77.0000 318.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 275.0000 754.0000 1.0000 344182.0000 198.0000 1.0000 8.0000 32478.0000 8.0000 326.0000 42849.0000 0.0000 0.0000 0.0000 4.9000 -0.3083 0.3355 17.5022 -1.1108 37.0000 0.0107 -0.0001 0.0002 -0.0209 -0.0006 0.0107 3.4652 -0.0208 -0.0005 8.7301 10.2144 529.0000 1.8270 -0.0002 -2.7162 3.6686 0.0010 12069.6553 1703251968.0000 571936.0000 1909650.0000
47 -76.9954 1.6254 25956 -8571090.0000 180940.5469 1991 11 10906 4925 4091 3898 -29312 -29899 -29549 -29455 6679 5260 5263 5652 1998.0000 1742.0000 1493.0000 2800.0000 1477.0000 17892.0000 15049.0000 19377.0000 1.0000 1.0000 1.0000 1.0000 1.0000 18732.0000 502.0000 131.0000 131.0000 0.0000 15.0000 5.0000 0.0000 53026.0000 37484.0000 0.0000 15.0000 409.0000 1787.0000 43.0000 17752.0000 131.0000 3.0000 4.0000 119.0000 4.0000 1231.0000 203796.0000 -18930.0000 5.0000 37880.0000 2106.4001 -0.1405 0.3936 28.4796 1.3761 3997.0000 0.0641 -0.0028 0.0024 -0.0243 -0.0021 0.0603 25.0833 -0.0217 -0.0044 19.2836 80.8868 19.0000 11.4394 -0.0002 -18.3880 24.5328 0.0367 52.3139 1075694336.0000 5777.0000 650892.0000
5393 43.5171 64.9779 34264 4844299.5000 7233308.0000 1991 11 357 272 580 266 2775 3047 3199 3353 387 387 387 114 252.0000 192.0000 59.0000 218.0000 110.0000 2394.0000 1662.0000 962.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 915.0000 39.0000 39.0000 0.0000 8.0000 0.0000 0.0000 10272.0000 0.0000 0.0000 8.0000 876.0000 14.0000 1.0000 7143.0000 93.0000 3.0000 3.0000 17.0000 3.0000 543.0000 7734.0000 0.0000 0.0000 0.0000 23.9000 -0.2185 -0.9730 10.2596 -1.3070 898.0000 -0.0137 -0.0001 0.0000 -0.0030 -0.0000 -0.0137 1.1658 -0.0030 -0.0001 0.8773 3.3938 3997.0000 0.8079 -0.0000 -0.2365 1.0734 0.0000 5.0154 996123648.0000 114.0000 32535.0000
30503 -120.0663 51.6562 1347 -13365714.0000 5750347.5000 1992 1 -24401 21894 21567 -12649 32298 28094 20524 -28486 -19961 1170 -506 16372 520056.0000 391471.0000 125803.0000 439416.0000 205044.0000 4452740.0000 3871432.0000 2050383.0000 56365.0000 56354.0000 1.0000 12.0000 1.0000 0.0000 328.0000 109.0000 328.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 218.0000 1125.0000 7.0000 231526.0000 93.0000 4.0000 9.0000 24094.0000 9.0000 2002.0000 133699.0000 0.0000 0.0000 0.0000 410.4000 0.3401 -0.1772 30.4994 -2.2955 595.0000 -0.0395 -0.0005 0.0009 0.0585 -0.0013 -0.0390 11.3308 0.0578 -0.0018 14.9666 34.0707 2095.0000 5.4979 0.0000 -6.7040 10.5280 0.0053 10373.9980 1619605248.0000 985295.0000 4439311.0000
14463 -72.6404 44.1838 23866 -8086294.5000 4918512.5000 1992 2 12281 11585 16563 12024 26683 25458 29990 -18602 10748 10748 10748 10748 11349.0000 7035.0000 1425.0000 7502.0000 3277.0000 104760.0000 76351.0000 17119.0000 1.0000 1.0000 1.0000 1.0000 1.0000 5939.0000 185.0000 93.0000 713.0000 1.0000 0.0000 0.0000 1.0000 0.0000 0.0000 2386.0000 0.0000 93.0000 622.0000 4.0000 24331.0000 67.0000 4.0000 6.0000 497.0000 6.0000 1396.0000 63107.0000 5932.0000 0.0000 0.0000 186.9000 0.0284 -0.7553 51.6623 -1.9536 70.0000 -0.0255 -0.0004 -0.0003 -0.0005 -0.0001 -0.0255 3.7992 -0.0005 -0.0004 9.6857 12.1535 34.0000 1.9301 -0.0001 -1.8268 3.5330 0.0014 198.2190 1267625984.0000 12081.0000 512027.0000
19516 -98.1687 29.4446 19565 -10928095.0000 3277756.0000 1992 3 20397 -32307 26192 -31084 19189 14002 7409 12688 -14524 -11751 -28040 24981 7514.0000 6386.0000 7270.0000 7726.0000 4777.0000 76189.0000 64476.0000 70964.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 81.0000 81.0000 365.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 120.0000 0.0000 34928.0000 123.0000 4.0000 5.0000 654.0000 5.0000 771.0000 7205.0000 0.0000 0.0000 0.0000 158.9000 -0.7387 -0.5517 -9.9574 -1.5030 19.0000 -0.0020 0.0001 0.0000 -0.0026 -0.0000 -0.0020 0.4653 -0.0026 0.0000 1.5239 1.3775 3997.0000 0.2079 0.0000 0.1323 0.5630 0.0000 211.6186 1446898048.0000 2122.0000 50220.0000
39755 146.9229 -29.2379 37324 16355384.0000 -3254750.0000 1992 3 6513 -24670 -8646 12490 6392 -13896 -1664 -5944 -8538 26141 4771 26135 4473648.0000 1200936.0000 3829130.0000 4003574.0000 2168629.0000 43027464.0000 13271092.0000 38789560.0000 887445.0000 582473.0000 305023.0000 1.0000 1.0000 1962.0000 243.0000 81.0000 1366.0000 0.0000 0.0000 0.0000 0.0000 1646.0000 2469.0000 146.0000 0.0000 162.0000 1182.0000 0.0000 1314751.0000 81.0000 1.0000 10.0000 277818.0000 9.0000 4372.0000 952.0000 0.0000 0.0000 2359.0000 128.0000 0.0875 -0.9591 -0.7169 -0.9012 2119.0000 -0.0018 0.0000 0.0000 0.0002 -0.0000 -0.0018 0.1653 0.0002 0.0000 1.0272 0.5083 3997.0000 0.1101 -0.0000 -0.0150 0.1530 0.0000 95081.4141 2130120448.0000 413797.0000 194717.0000
13289 -83.0029 36.3713 16113 -9239842.0000 4048829.0000 1992 4 -10437 -12105 12133 -20777 -7000 9353 -28170 24541 -31464 29912 29912 29912 274634.0000 284788.0000 225932.0000 311202.0000 176056.0000 2461672.0000 2907701.0000 2482998.0000 220534.0000 87946.0000 132611.0000 1.0000 1.0000 0.0000 75.0000 75.0000 343.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 639.0000 28.0000 284642.0000 194.0000 3.0000 9.0000 21433.0000 8.0000 6782.0000 79226.0000 0.0000 0.0000 0.0000 320.9000 -0.9730 -0.1574 1.1425 -1.7956 10.0000 -0.0106 -0.0002 -0.0002 -0.0512 -0.0012 -0.0105 5.7354 -0.0511 -0.0012 9.7837 17.8441 1237.0000 3.0282 -0.0002 -5.2010 5.3844 0.0020 7851.8540 1607057024.0000 638809.0000 3247291.0000
14586 -97.7096 47.5954 13035 -10876981.0000 5298297.5000 1992 4 9189 8571 3471 4973 31764 15418 -6637 -17662 13394 4955 4452 4452 16186.0000 13527.0000 9917.0000 15833.0000 8562.0000 135053.0000 148480.0000 112767.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 586.0000 63.0000 474.0000 0.0000 5.0000 0.0000 2.0000 8358.0000 0.0000 3373.0000 5.0000 474.0000 103.0000 8.0000 86663.0000 112.0000 3.0000 6.0000 1258.0000 6.0000 3731.0000 50359.0000 0.0000 0.0000 0.0000 361.4000 0.9365 0.2304 32.5506 -2.0496 13.0000 0.0017 -0.0002 -0.0003 0.0043 -0.0007 0.0017 2.5848 0.0043 -0.0008 0.9678 7.5903 3997.0000 0.3506 -0.0001 -3.2421 3.3056 0.0008 396.2828 1436653312.0000 8662.0000 177980.0000
15931 -109.4587 43.4421 11671 -12184892.0000 4835950.5000 1992 4 19285 -18982 18791 24591 -174 -15326 -12368 23808 -30927 -27941 32710 32541 151627.0000 82960.0000 45131.0000 110357.0000 51916.0000 1336781.0000 909170.0000 550873.0000 12812.0000 12812.0000 1.0000 1.0000 1.0000 10987.0000 202.0000 67.0000 182.0000 0.0000 2.0000 2.0000 0.0000 10871.0000 23719.0000 2197.0000 2.0000 135.0000 1410.0000 3.0000 82034.0000 115.0000 2.0000 7.0000 6408.0000 7.0000 14354.0000 5875.0000 -7057.0000 2.0000 26781.0000 1955.7001 0.2371 0.3957 18.9416 -1.5238 25.0000 0.0050 -0.0001 -0.0003 -0.0102 -0.0008 0.0050 4.3037 -0.0101 -0.0008 11.2383 13.8182 421.0000 2.2172 -0.0000 -3.3292 3.9554 0.0037 2796.7219 1663467008.0000 43913.0000 252868.0000
26265 -91.8288 45.3963 13435 -10222330.0000 5053487.5000 1992 5 19629 -28490 12303 6450 -731 -29471 10489 3355 -30746 -9291 -9291 -9634 19267.0000 14399.0000 5624.0000 13778.0000 6992.0000 158035.0000 153664.0000 81287.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 488.0000 113.0000 113.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 422.0000 103.0000 1.0000 50003.0000 179.0000 5.0000 6.0000 1199.0000 6.0000 6890.0000 18127.0000 0.0000 0.0000 0.0000 330.1000 0.6105 -0.4979 49.7297 -1.1947 118.0000 -0.0093 0.0001 -0.0001 0.0194 -0.0003 -0.0093 2.3533 0.0194 -0.0003 1.7689 7.3087 370.0000 1.4754 -0.0000 -1.0584 2.2429 0.0003 392.9704 1366198784.0000 17619.0000 451611.0000
16956 -104.2446 40.3063 8236 -11604454.0000 4486871.5000 1992 6 5528 -21841 11856 -15428 -15932 21400 -27120 -3704 -32392 -25520 27959 -21318 1645524.0000 843403.0000 630045.0000 1208309.0000 572232.0000 16201436.0000 8327140.0000 6659962.0000 75655.0000 75655.0000 1.0000 1.0000 1.0000 0.0000 795.0000 71.0000 400.0000 0.0000 0.0000 0.0000 0.0000 629.0000 0.0000 0.0000 0.0000 679.0000 2810.0000 3.0000 409186.0000 117.0000 3.0000 9.0000 80296.0000 9.0000 8961.0000 18811.0000 0.0000 0.0000 0.0000 1357.6000 0.6359 -0.6278 32.1915 -1.5416 355.0000 -0.0054 -0.0001 -0.0000 0.0055 -0.0001 -0.0054 0.7662 0.0055 -0.0001 4.0414 2.4019 2974.0000 0.4859 -0.0001 -0.7259 0.9418 0.0000 31186.9746 1966566144.0000 249422.0000 275639.0000
25980 -156.6446 20.8971 425 -17437594.0000 2326252.7500 1992 7 1098 361 2097 475 4728 4693 4612 4517 230 122 305 162 183.0000 236.0000 197.0000 296.0000 193.0000 1932.0000 1974.0000 2239.0000 1.0000 1.0000 1.0000 1.0000 1.0000 130542.0000 1427.0000 87.0000 513.0000 29.0000 118.0000 0.0000 54.0000 87658.0000 0.0000 105198.0000 118.0000 1340.0000 1443.0000 73.0000 6987.0000 92.0000 1.0000 3.0000 10.0000 2.0000 8.0000 313354.0000 131776.0000 0.0000 0.0000 298.1000 0.0912 -0.2664 30.8387 1.9747 1660.0000 -0.0110 -0.0024 -0.0029 0.1117 -0.0051 -0.0153 35.6901 0.0990 -0.0054 18.6423 115.5831 4.0000 15.6187 -0.0014 -27.9758 34.3696 0.0670 6.1445 770279104.0000 1699.0000 911282.0000
6567 2.6512 11.2229 32608 295135.7812 1249329.3750 1992 7 -648 -7007 15205 20985 31765 5069 30937 18890 -25536 -22751 -23157 -15881 386807.0000 178253.0000 233393.0000 314218.0000 151925.0000 3656603.0000 1883760.0000 2445983.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 91.0000 91.0000 480.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 192.0000 8.0000 215118.0000 130.0000 2.0000 8.0000 23777.0000 8.0000 4171.0000 37989.0000 0.0000 0.0000 0.0000 231.6000 -0.8260 0.5256 16.0287 -1.6596 157.0000 0.0119 -0.0001 0.0000 -0.0213 -0.0003 0.0119 2.2626 -0.0213 -0.0003 1.1702 7.1733 3997.0000 1.4366 -0.0002 -1.7066 2.5238 0.0001 7985.8667 1666093696.0000 362742.0000 1532162.0000
24182 -120.4796 47.1271 2393 -13411726.0000 5246163.0000 1992 8 2049 9748 14074 849 -11915 -11952 -12875 -21807 3406 4586 6590 9175 9632.0000 6471.0000 1576.0000 7375.0000 3385.0000 101602.0000 59314.0000 15901.0000 1.0000 1.0000 1.0000 1.0000 1.0000 10253.0000 410.0000 93.0000 371.0000 2.0000 4.0000 0.0000 9.0000 15868.0000 0.0000 27794.0000 4.0000 317.0000 1031.0000 10.0000 31100.0000 112.0000 4.0000 7.0000 368.0000 5.0000 2327.0000 47095.0000 10242.0000 0.0000 0.0000 756.5000 -0.4128 -0.2955 43.8341 -1.1427 4.0000 0.0073 -0.0030 0.0013 -0.0273 -0.0004 0.0071 12.3877 -0.0272 -0.0023 10.5798 37.4851 3997.0000 3.5082 -0.0011 -12.8427 13.5457 0.0145 176.8094 1373196160.0000 3225.0000 101836.0000
566 -97.1479 48.5721 12872 -10814457.0000 5407019.5000 1992 9 23622 20274 897 -27916 -23096 3604 -29172 -27644 21985 25821 -2221 -28998 3296864.0000 2559653.0000 1941354.0000 3097968.0000 1648882.0000 29505860.0000 26949912.0000 21509336.0000 361686.0000 361673.0000 1.0000 13.0000 1.0000 0.0000 389.0000 111.0000 315.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 297.0000 400.0000 2.0000 1086149.0000 61.0000 2.0000 9.0000 230695.0000 9.0000 2944.0000 18769.0000 0.0000 0.0000 0.0000 238.6000 0.0332 -0.4503 32.9746 -2.4225 100.0000 -0.0090 -0.0003 0.0001 0.0008 0.0000 -0.0090 1.5973 0.0008 -0.0002 0.9477 5.5200 3997.0000 0.7844 -0.0000 -0.9203 1.6338 0.0001 77962.4922 2077209344.0000 502248.0000 299985.0000
6152 34.7971 -10.4454 33555 3873593.7500 -1162778.5000 1992 9 432 1 1 22484 -11476 -17968 -27301 21321 -12459 11136 -26926 30493 718097.0000 169860.0000 575944.0000 628294.0000 312847.0000 6759775.0000 1932715.0000 5953366.0000 96845.0000 96845.0000 1.0000 1.0000 1.0000 3168.0000 716.0000 91.0000 312.0000 0.0000 1.0000 1.0000 0.0000 978.0000 7672.0000 0.0000 1.0000 624.0000 942.0000 15.0000 284405.0000 91.0000 3.0000 8.0000 37763.0000 8.0000 2336.0000 241341.0000 -3153.0000 1.0000 7620.0000 565.6000 -0.1089 -0.3780 21.1463 -1.7073 7.0000 -0.0656 -0.0002 -0.0006 -0.1051 -0.0037 -0.0635 20.2286 -0.0991 -0.0027 7.1622 55.3263 139.0000 11.1987 -0.0010 -14.8948 22.0977 0.0247 14645.8496 1517521280.0000 5492648.0000 30386310.0000
8087 -71.7479 43.5679 24398 -7986941.5000 4849958.5000 1992 9 19166 21118 24200 19252 17715 27397 25961 21433 5546 4570 5111 5753 13542.0000 7271.0000 1415.0000 8159.0000 3306.0000 123358.0000 75099.0000 24067.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 431.0000 67.0000 815.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 364.0000 489.0000 5.0000 40426.0000 67.0000 2.0000 5.0000 588.0000 5.0000 695.0000 97631.0000 0.0000 0.0000 0.0000 138.3000 -0.6998 0.6995 0.0382 -1.2585 145.0000 0.0405 0.0006 0.0004 -0.0419 -0.0014 0.0404 6.5477 -0.0418 -0.0007 8.8096 22.6232 13.0000 3.3814 -0.0001 -3.0077 5.3442 0.0043 222.5150 1179071104.0000 37285.0000 1997343.0000
10384 -81.3821 34.9538 17051 -9059412.0000 3891033.7500 1992 10 31346 23741 26572 12407 15215 -30736 -25494 -20797 29455 17432 16006 16468 8880.0000 5889.0000 7074.0000 8211.0000 4730.0000 69943.0000 70204.0000 78229.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 212.0000 120.0000 332.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 120.0000 221.0000 7.0000 35226.0000 76.0000 3.0000 6.0000 676.0000 6.0000 1118.0000 42022.0000 0.0000 0.0000 0.0000 136.9000 0.0444 0.0729 10.8373 -1.6190 55.0000 -0.0160 -0.0005 -0.0001 -0.0024 0.0001 -0.0160 2.4299 -0.0024 -0.0005 4.0082 7.0383 2632.0000 1.2457 0.0001 -1.3576 2.4461 0.0004 218.3650 1273150080.0000 13883.0000 562271.0000
29789 -112.1521 55.6429 4369 -12484713.0000 6194141.5000 1992 10 9537 -18700 -28504 -17485 -345 -30074 9965 22385 12586 14692 11311 14473 42839.0000 21134.0000 17423.0000 35183.0000 17977.0000 378737.0000 247805.0000 186989.0000 1.0000 1.0000 1.0000 1.0000 1.0000 12572.0000 1113.0000 107.0000 531.0000 0.0000 11.0000 2.0000 0.0000 10777.0000 16888.0000 376.0000 11.0000 1007.0000 108.0000 3.0000 94777.0000 105.0000 3.0000 7.0000 2570.0000 7.0000 8162.0000 6608.0000 -12296.0000 2.0000 18318.0000 629.1000 0.7225 -0.4023 48.3578 -2.4810 85.0000 -0.0065 0.0000 -0.0001 0.0380 -0.0007 -0.0064 3.9102 0.0379 -0.0006 3.1298 11.5872 4.0000 2.3514 0.0000 -2.3520 3.4300 0.0017 813.4890 1490974336.0000 21356.0000 301181.0000
2809 53.4504 28.6004 34300 5950073.0000 3183783.7500 1993 1 -12756 -8825 623 1 -4315 18744 -30582 -3145 15550 15550 1246 1246 26830.0000 20765.0000 14688.0000 24588.0000 12116.0000 191968.0000 261128.0000 169512.0000 1.0000 1.0000 1.0000 1.0000 1.0000 13391.0000 370.0000 123.0000 370.0000 0.0000 4.0000 3.0000 0.0000 20025.0000 26790.0000 0.0000 4.0000 246.0000 1347.0000 2.0000 67733.0000 82.0000 3.0000 6.0000 1362.0000 6.0000 1598.0000 -5363.0000 -14695.0000 3.0000 29399.0000 980.1000 0.1690 -0.8782 24.5619 -0.6366 97.0000 -0.0142 0.0001 -0.0000 0.0018 0.0001 -0.0142 1.6990 0.0018 0.0002 8.8489 5.0463 304.0000 0.9465 0.0001 0.9795 1.7422 0.0001 622.5936 1456549504.0000 17699.0000 300140.0000
35808 -70.2738 -33.2212 26248 -7822838.0000 -3698172.5000 1993 1 103 1 255 49 8945 8524 7926 7796 2029 2250 1905 1759 866.0000 453.0000 296.0000 759.0000 351.0000 8282.0000 3756.0000 4102.0000 1.0000 1.0000 1.0000 1.0000 1.0000 227610.0000 92.0000 92.0000 92.0000 1.0000 0.0000 45.0000 0.0000 489054.0000 489054.0000 6490.0000 0.0000 0.0000 1900.0000 1.0000 6322.0000 78.0000 5.0000 4.0000 40.0000 4.0000 577.0000 -137058.0000 -221112.0000 45.0000 490283.0000 3248.9001 -0.5406 0.3279 38.9389 2.0737 3997.0000 0.1119 -0.0024 -0.0013 -0.0663 0.0006 0.1050 20.2714 -0.0655 -0.0013 28.0957 67.9081 22.0000 10.7610 -0.0003 -6.8319 16.2407 0.0372 16.1370 833917440.0000 6207.0000 2059731.0000
16534 -98.1988 44.3638 15040 -10931435.0000 4938550.0000 1993 2 -29324 -24425 -10910 15217 32640 -31480 -17108 -10196 -31748 -31748 -31748 -31748 1595055.0000 1556322.0000 1015989.0000 1664848.0000 912139.0000 13260554.0000 16640632.0000 11762418.0000 57352.0000 57352.0000 1.0000 1.0000 1.0000 0.0000 185.0000 93.0000 185.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 93.0000 314.0000 7.0000 811021.0000 114.0000 2.0000 9.0000 122127.0000 9.0000 8378.0000 33446.0000 0.0000 0.0000 0.0000 376.5000 0.1442 0.8254 29.1624 -3.1460 139.0000 0.0130 -0.0005 -0.0000 0.0028 0.0000 0.0130 1.8494 0.0028 -0.0004 1.2530 4.9685 3997.0000 0.9007 -0.0000 -1.7020 2.0980 0.0002 41666.2812 1844894336.0000 1646760.0000 2475705.0000
22208 -118.1779 34.2229 10791 -13155506.0000 3809677.5000 1993 2 8777 13401 7581 1 26510 26525 25972 27494 4235 4235 3842 401 2088.0000 1144.0000 941.0000 1605.0000 824.0000 18701.0000 13146.0000 9872.0000 1.0000 1.0000 1.0000 1.0000 1.0000 37997.0000 120.0000 120.0000 120.0000 0.0000 0.0000 8.0000 0.0000 62411.0000 62411.0000 0.0000 0.0000 0.0000 1349.0000 33.0000 15458.0000 92.0000 2.0000 5.0000 98.0000 4.0000 144.0000 182118.0000 -41729.0000 8.0000 66049.0000 441.9000 -0.8146 -0.3810 19.4463 -1.3388 7.0000 -0.1033 -0.0027 -0.0011 -0.1085 0.0002 -0.0988 17.8813 -0.1055 -0.0008 15.2476 57.3038 7.0000 9.1197 -0.0016 -9.2449 17.5319 0.0182 41.7166 948695744.0000 13156.0000 2326468.0000
29869 -122.6237 56.8237 870 -13650413.0000 6325591.0000 1993 3 3689 12685 16892 14413 -18591 24014 -9675 -10078 30076 30075 30075 30075 29882.0000 21415.0000 10229.0000 27162.0000 14486.0000 210465.0000 253377.0000 151508.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 1716.0000 51.0000 313.0000 0.0000 11.0000 0.0000 1.0000 6936.0000 0.0000 3191.0000 11.0000 1665.0000 1314.0000 1.0000 76821.0000 51.0000 3.0000 6.0000 1844.0000 6.0000 10960.0000 12818.0000 0.0000 0.0000 0.0000 832.4000 -0.2206 0.6249 8.3119 -1.4397 85.0000 0.0041 -0.0001 -0.0001 -0.0034 -0.0001 0.0041 1.3579 -0.0034 -0.0001 10.4902 4.1621 1012.0000 0.5576 -0.0001 -0.7620 1.3859 0.0001 615.3367 1595186304.0000 3867.0000 41868.0000
40500 116.8196 -23.3129 35007 13004296.0000 -2595182.0000 1993 3 -6223 -29692 -30526 11384 500 11236 -23324 32656 3045 3045 3045 3065 2791596.0000 581720.0000 920420.0000 1630891.0000 675528.0000 25899840.0000 5632371.0000 11403779.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 422.0000 126.0000 211.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 336.0000 432.0000 1.0000 419879.0000 92.0000 1.0000 9.0000 116656.0000 9.0000 876.0000 21194.0000 0.0000 0.0000 0.0000 212.9000 -0.3854 -0.1802 14.6633 -1.5488 31.0000 -0.0039 0.0000 -0.0002 -0.0102 -0.0003 -0.0039 2.1474 -0.0102 -0.0004 5.1267 7.1822 22.0000 0.9162 0.0001 -1.1838 1.8231 0.0006 42934.5703 1970531072.0000 467975.0000 468806.0000
8253 -71.6071 41.5037 22295 -7971264.5000 4620176.5000 1993 4 10644 14805 8736 5070 -13490 -19142 -24141 -20441 8956 8956 8956 8956 5197.0000 2585.0000 464.0000 2996.0000 1163.0000 46343.0000 30713.0000 5488.0000 1.0000 1.0000 1.0000 1.0000 1.0000 960.0000 116.0000 116.0000 324.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 4319.0000 0.0000 0.0000 119.0000 8.0000 19840.0000 70.0000 1.0000 7.0000 284.0000 5.0000 164.0000 44845.0000 976.0000 0.0000 0.0000 33.4000 -0.5706 0.1106 29.8300 -0.1734 25.0000 0.0101 -0.0006 0.0000 -0.0201 0.0003 0.0101 3.8282 -0.0201 -0.0004 2.0259 11.4866 3115.0000 2.0942 0.0001 -1.1461 4.1843 0.0006 82.5381 1185700864.0000 4748.0000 334543.0000
29659 -106.2054 55.1629 4428 -11822733.0000 6140708.0000 1993 5 -5036 16630 -29974 26151 7377 -32269 -32174 -14382 28859 -31599 -30286 -30286 321909.0000 149740.0000 118647.0000 251529.0000 127632.0000 3149700.0000 1521124.0000 1229215.0000 417327.0000 15118.0000 402214.0000 1.0000 1.0000 0.0000 371.0000 93.0000 520.0000 0.0000 0.0000 0.0000 0.0000 269.0000 0.0000 0.0000 0.0000 278.0000 189.0000 4.0000 256132.0000 93.0000 3.0000 8.0000 16808.0000 8.0000 4086.0000 25904.0000 0.0000 0.0000 0.0000 416.3000 0.5841 0.3032 53.7330 -1.2300 7.0000 0.0207 -0.0005 -0.0001 0.0180 0.0001 0.0207 3.2476 0.0179 -0.0003 1.4402 9.7150 1405.0000 1.9220 -0.0001 -1.6313 3.0662 0.0004 5899.6719 1683409152.0000 164303.0000 718413.0000
36101 -72.5171 -39.0171 26382 -8072564.5000 -4343361.5000 1993 5 -3567 28617 -21610 23687 -9701 -15816 21521 17929 22191 -1793 -2716 30524 160824.0000 111040.0000 86341.0000 182955.0000 92506.0000 1249309.0000 1387904.0000 943893.0000 1836664.0000 89530.0000 1747145.0000 1.0000 1.0000 5718.0000 117.0000 117.0000 117.0000 0.0000 0.0000 1.0000 0.0000 7670.0000 7670.0000 2557.0000 0.0000 0.0000 1850.0000 2.0000 197162.0000 72.0000 1.0000 8.0000 7527.0000 7.0000 297.0000 10482.0000 -2774.0000 1.0000 7260.0000 100.0000 0.1678 -0.9063 46.7637 -1.1138 79.0000 -0.0143 -0.0002 -0.0000 0.0019 -0.0001 -0.0143 1.5722 0.0019 -0.0002 8.2223 4.5702 1189.0000 0.9114 -0.0001 -1.0395 1.6728 0.0011 3580.8616 1646306560.0000 87296.0000 494808.0000
